_num,id,rank,workers,company,url,state_l,state_s,city,metro,growth,revenue,industry,yrs_on_list,revenue_per_employee,growth_category
4179,24896,4179,95,Tangerine Salon,tangerine-salon,Texas,TX,Coppell,Dallas,68.7992,5704764.0,Consumer Products & Services,1,60050.14736842105,Low
4180,19850,4180,29,Neta Scientific,neta-scientific,New Jersey,NJ,Hainesport,Philadelphia,68.7593,34089912.0,Business Products & Services,2,1175514.2068965517,Low
4181,3932,4181,90,Saturn Freight Systems,saturn-freight-systems,Georgia,GA,Marietta,Atlanta,68.7505,34018764.0,Logistics & Transportation,5,377986.26666666666,Low
4182,17847,4182,182,InVue Security,invue-security,North Carolina,NC,Charlotte,Charlotte,68.704,113911890.0,Security,5,625889.5054945055,Low
4183,1520,4183,31,PepperDash Technology,pepperdash-technology,Massachusetts,MA,Allston,Boston,68.6281,3911470.0,Software,7,126176.45161290323,Low
4184,26446,4184,20,3 Blind Mice Window Coverings,3-blind-mice-window-coverings,California,CA,San Diego,San Diego,68.6115,2462355.0,Business Products & Services,1,123117.75,Low
4185,18528,4185,127,LeadDog Marketing Group,leaddog-marketing-group,New York,NY,New York,New York City,68.5728,36083000.0,Advertising & Marketing,5,284118.11023622047,Low
4186,1965,4186,26,Industrial Revolution,industrial-revolution,Washington,WA,Tukwila,Seattle,68.5668,11544420.0,Consumer Products & Services,5,444016.1538461539,Low
4187,26588,4187,27,Commercial Capital Training Group,commercial-capital-training-group,New York,NY,Albany,Albany-Schenectady-Troy NY,68.5653,2260709.0,Education,1,83729.96296296296,Low
4188,25172,4188,14,The Basement,the-basement,Indiana,IN,Indianapolis,Indianapolis IN,68.5738,2033000.0,Media,1,145214.2857142857,Low
4189,25242,4189,4547,Rural King Supply,rural-king-supply,Illinois,IL,Mattoon,Charleston-Mattoon IL,68.5082,751445169.0,Retail,1,165261.7481856169,Low
4190,17390,4190,350,The Fresh Diet,the-fresh-diet,Florida,FL,Miami,Miami,68.5111,26925000.0,Food & Beverage,4,76928.57142857143,Low
4191,973,4191,78,Isotech Pest Management,isotech-pest-management,California,CA,Irwindale,Los Angeles,68.4712,10514080.0,Business Products & Services,6,134795.89743589744,Low
4192,25464,4192,27,Best Transportation Services,best-transportation-services,Illinois,IL,Woodridge,Chicago,68.4746,8604000.0,Logistics & Transportation,1,318666.6666666667,Low
4193,21786,4193,65,ServarusRM,servarusrm,Virginia,VA,Fairfax,Washington DC,68.4547,2638000.0,Health,3,40584.61538461538,Low
4194,2946,4194,44,Jarrett Logistics Systems,jarrett-logistics-systems,Ohio,OH,Orrville,Wooster OH,68.4305,38846595.0,Logistics & Transportation,9,882877.1590909091,Low
4195,24439,4195,25,The CAPROCK Group,the-caprock-group,Idaho,ID,Boise,Boise City-Nampa ID,68.3756,7284404.0,Financial Services,2,291376.16,Low
4196,26033,4196,305,Carl Warren & Company,carl-warren-company,California,CA,Placentia,Los Angeles,68.3626,38395000.0,Insurance,1,125885.24590163934,Low
4197,25997,4197,47,Hewins Financial Advisors,hewins-financial-advisors,California,CA,San Mateo,San Francisco,68.3241,12145983.0,Financial Services,1,258425.17021276595,Low
4198,23458,4198,9,Secured Retail Networks,secured-retail-networks,California,CA,Irvine,Los Angeles,68.2942,5246720.0,IT Services,2,582968.8888888889,Low
4199,3939,4199,87,North Shore Pediatric Therapy,north-shore-pediatric-therapy,Illinois,IL,Des Plaines,Chicago,68.1924,6062660.0,Health,6,69685.74712643678,Low
4200,582,4200,35,Online Rewards,online-rewards,Texas,TX,Dallas,Dallas,68.1816,17850116.0,Business Products & Services,7,510003.3142857143,Low
4201,2299,4201,183,Health Market Science,health-market-science,Pennsylvania,PA,King of Prussia,Philadelphia,68.0431,40458508.0,IT Services,7,221084.74316939892,Low
4202,8600,4202,308,Praxis,praxis,Michigan,MI,Grand Rapids,Grand Rapids-Wyoming MI,68.0228,27149065.0,Manufacturing,2,88146.31493506493,Low
4203,17880,4203,136,FiberLight,fiberlight,Georgia,GA,Alpharetta,Atlanta,68.0005,101647000.0,Telecommunications,3,747404.4117647059,Low
4204,25718,4204,450,Flyers Energy,flyers-energy,California,CA,Auburn,Truckee-Grass Valley CA,67.9592,1977921907.0,Energy,1,4395382.015555556,Low
4205,7844,4205,342,DTT,dtt,California,CA,Los Angeles,Los Angeles,67.9524,23923893.0,Security,5,69952.90350877192,Low
4206,3638,4206,47,South Miami Pharmacy,south-miami-pharmacy,Florida,FL,Miami,Miami,67.8863,22484752.0,Health,6,478398.97872340423,Low
4207,20863,4207,13,Caring Senior Service,caring-senior-service,Texas,TX,San Antonio,San Antonio TX,67.8534,24598342.0,Health,3,1892180.1538461538,Low
4208,1183,4208,55,Callis Communications,callis-communications,Alabama,AL,Mobile,Mobile AL,67.8542,11407553.0,Telecommunications,7,207410.05454545454,Low
4209,2648,4209,84,New Glarus Brewing,new-glarus-brewing,Wisconsin,WI,New Glarus,Madison WI,67.8224,36958212.0,Food & Beverage,8,439978.71428571426,Low
4210,24144,4210,25,Verma Systems,verma-systems,Louisiana,LA,Baton Rouge,Baton Rouge LA,67.8173,3793516.0,IT Services,2,151740.64,Low
4211,21867,4211,7,Government Sourcing Solutions,government-sourcing-solutions,District of Columbia,DC,Washington,Washington DC,67.8176,2920116.0,Government Services,3,417159.4285714286,Low
4212,451,4212,85,Fortis Construction,fortis-construction,Oregon,OR,Portland,Portland OR,67.7759,249046391.0,Construction,7,2929957.5411764705,Low
4213,4678,4213,226,Arlington Resources,arlington-resources,Illinois,IL,Rolling Meadows,Chicago,67.7669,4916432.0,Human Resources,4,21754.12389380531,Low
4214,2050,4214,165,Advisors Mortgage Group,advisors-mortgage-group,New Jersey,NJ,Ocean,New York City,67.75,18951909.0,Financial Services,6,114860.05454545455,Low
4215,24250,4215,210,TechAspect Solutions,techaspect-solutions,California,CA,Fremont,Allegan MI,67.6985,10622193.0,IT Services,2,50581.87142857143,Low
4216,21962,4216,78,Rain,rain,New York,NY,New York,New York City,67.6606,11727750.0,Advertising & Marketing,3,150355.76923076922,Low
4217,3487,4217,29,Argent Capital Management,argent-capital-management,Missouri,MO,Clayton,St. Louis MO-IL,67.6375,9547050.0,Financial Services,6,329208.6206896552,Low
4218,19958,4218,98,Bolt Express,bolt-express,Ohio,OH,Toledo,Toledo OH,67.5971,58456100.0,Logistics & Transportation,4,596490.8163265307,Low
4219,22044,4219,22,Overgroup,overgroup,Georgia,GA,Atlanta,Atlanta,67.5997,3189311.0,Telecommunications,3,144968.68181818182,Low
4220,26261,4220,38,Spawn Ideas,spawn-ideas,Alaska,AK,Anchorage,Anchorage AK,67.5724,12316709.0,Advertising & Marketing,1,324123.9210526316,Low
4221,25847,4221,46,Logan A/C & Heat Services,logan-ac-heat-services,Ohio,OH,Dayton,Dayton OH,67.5115,19316784.0,Construction,1,419930.0869565217,Low
4222,17227,4222,1041,Granite Telecommunications,granite-telecommunications,Massachusetts,MA,Quincy,Boston,67.4515,865828000.0,Telecommunications,8,831727.1853986551,Low
4223,23935,4223,20000,Infiniti HR,infiniti-hr,Maryland,MD,Burtonsville,Washington DC,67.4062,151039927.0,Human Resources,2,7551.99635,Low
4224,24572,4224,30,LRXD,lrxd,Colorado,CO,Denver,Denver,67.3301,5023673.0,Advertising & Marketing,2,167455.76666666666,Low
4225,22132,4225,30,SRP Environmental,srp-environmental,Louisiana,LA,Shreveport,Shreveport-Bossier City LA,67.3315,4159968.0,Environmental Services,3,138665.6,Low
4226,18809,4226,115,Firespring,firespring,Nebraska,NE,Lincoln,Lincoln NE,67.3112,8670295.0,Advertising & Marketing,4,75393.86956521739,Low
4227,21413,4227,1194,OTO Development,oto-development,South Carolina,SC,Spartanburg,Spartanburg SC,67.1621,160424221.0,Travel & Hospitality,3,134358.64405360134,Low
4228,7566,4228,37,Competitive Innovations,competitive-innovations,Virginia,VA,Arlington,Washington DC,67.1492,2602322.0,Government Services,3,70333.02702702703,Low
4229,3263,4229,71,ClassBook.com,classbookcom,New York,NY,Castleton,Albany-Schenectady-Troy NY,67.1427,12047971.0,Education,7,169689.7323943662,Low
4230,26485,4230,78,iT1,it1,Arizona,AZ,Scottsdale,Phoenix,67.1041,77310400.0,Computer Hardware,1,991158.9743589744,Low
4231,18234,4231,45,EO Products,eo-products,California,CA,San Rafael,San Francisco,67.0962,14137205.0,Consumer Products & Services,4,314160.1111111111,Low
4232,17428,4232,59,TVGla,tvgla,California,CA,Los Angeles,Los Angeles,67.0026,9348056.0,Advertising & Marketing,2,158441.62711864407,Low
4233,22678,4233,9,Point Recognition,point-recognition,Ohio,OH,Brunswick,Cleveland,67.0028,5477132.0,Business Products & Services,3,608570.2222222222,Low
4234,24845,4234,57,Advanta Industries,advanta-industries,Michigan,MI,Petersburg,Monroe MI,66.9914,17789239.0,Manufacturing,1,312091.91228070174,Low
4235,4092,4235,75,Arora Engineers,arora-engineers,Pennsylvania,PA,Chadds Ford,Philadelphia,66.9915,12339000.0,Engineering,6,164520.0,Low
4236,25650,4236,24,Straine Consulting,straine-consulting,California,CA,Sacramento,Sacramento--Arden-Arcade--Roseville CA,66.9528,6241704.0,Health,1,260071.0,Low
4237,17984,4237,50,BCT Consulting,bct-consulting,California,CA,Fresno,Fresno CA,66.931,4249840.0,IT Services,5,84996.8,Low
4238,10623,4238,226,Auction Systems,auction-systems,Arizona,AZ,Phoenix,Phoenix,66.8745,165398236.0,Business Products & Services,11,731850.6017699115,Low
4239,3367,4239,125,OTR Wheel Engineering,otr-wheel-engineering,Georgia,GA,Rome,Atlanta,66.812,70744697.0,Manufacturing,5,565957.576,Low
4240,26080,4240,48,Fox Collection Center,fox-collection-center,Tennessee,TN,Goodlettsville,Nashville,66.7711,3068332.0,Financial Services,1,63923.583333333336,Low
4241,8526,4241,165,Talon,talon,New Jersey,NJ,Princeton,Trenton-Ewing NJ,66.6805,17866711.0,Human Resources,7,108283.09696969697,Low
4242,21850,4242,33,Division-D,division-d,Missouri,MO,Columbia,Columbia MO,66.6796,14978705.0,Advertising & Marketing,2,453900.1515151515,Low
4243,26612,4243,600,Robins Kaplan,robins-kaplan,Minnesota,MN,Minneapolis,Minneapolis,66.6667,280000000.0,Business Products & Services,1,466666.6666666667,Low
4244,21812,4244,91,iNDIGO Health Partners,indigo-health-partners,Michigan,MI,Traverse City,Traverse City MI,66.6595,28219681.0,Health,3,310106.3846153846,Low
4245,25235,4245,25,Full Visibility,full-visibility,Virginia,VA,Vienna,Washington DC,66.5239,2721000.0,Government Services,1,108840.0,Low
4246,22251,4246,187,Client Solution Architects,client-solution-architects,Pennsylvania,PA,Mechanicsburg,Harrisburg-Carlisle PA,66.4588,32763252.0,Business Products & Services,3,175204.5561497326,Low
4247,26567,4247,107,Bankwell Financial Group,bankwell-financial-group,Connecticut,CT,New Canaan,Bridgeport-Stamford-Norwalk CT,66.4514,28092000.0,Financial Services,1,262542.0560747664,Low
4248,26372,4248,32,Blood Hound Underground Utility Locators,blood-hound-underground-utility-locators,Indiana,IN,Brownsburg,Indianapolis IN,66.4354,5707340.0,Construction,1,178354.375,Low
4249,23507,4249,8,ProRecruiters,prorecruiters,Oklahoma,OK,Tulsa,Tulsa OK,66.4296,2746948.0,Business Products & Services,2,343368.5,Low
4250,10731,4250,281,The Myers Group,the-myers-group,Georgia,GA,Duluth,Atlanta,66.3601,16592017.0,Health,2,59046.32384341637,Low
4251,24273,4251,88,OpinionLab,opinionlab,Illinois,IL,Chicago,Chicago,66.2906,14075000.0,IT Services,2,159943.18181818182,Low
4252,25617,4252,24,Signarama Huntington NY,signarama-huntington-ny,New York,NY,Huntington Station,New York City,66.2231,3626727.0,Business Products & Services,1,151113.625,Low
4253,19549,4253,45,Movoto,movoto,California,CA,San Mateo,San Francisco,66.1678,5663000.0,Real Estate,4,125844.44444444444,Low
4254,2662,4254,779,M S International,m-s-international,California,CA,Orange,Los Angeles,66.1302,559480000.0,Consumer Products & Services,5,718202.8241335045,Low
4255,852,4255,9,SDB Trade International,sdb-trade-international,Texas,TX,Pasadena,Houston,66.1037,67056524.0,Energy,4,7450724.888888889,Low
4256,5455,4256,265,Linx,linx,Colorado,CO,Denver,Denver,66.0883,50560713.0,Telecommunications,5,190795.14339622643,Low
4257,26237,4257,1623,Academy Mortgage,academy-mortgage,Utah,UT,Sandy,Salt Lake City,66.0598,270080341.0,Financial Services,1,166408.0967344424,Low
4258,21977,4258,163,SparkHound,sparkhound,Louisiana,LA,Baton Rouge,Baton Rouge LA,66.0614,24797613.0,IT Services,3,152132.59509202454,Low
4259,32,4259,47,ID Experts,id-experts,Oregon,OR,Portland,Portland OR,66.0186,18347800.0,Security,3,390378.72340425535,Low
4260,1576,4260,31,CETRA Language Solutions,cetra-language-solutions,Pennsylvania,PA,Elkins Park,Philadelphia,66.01,6320000.0,Business Products & Services,7,203870.96774193548,Low
4261,25094,4261,10,eMinutes,eminutes,California,CA,Los Angeles,Los Angeles,65.987,3062181.0,Business Products & Services,1,306218.1,Low
4262,24189,4262,25,KAVI Software,kavi-software,Georgia,GA,Suwanee,Atlanta,65.9596,2625058.0,IT Services,2,105002.32,Low
4263,22672,4263,38,EPIC Systems,epic-systems,Missouri,MO,St. Louis,St. Louis MO-IL,65.9392,17226521.0,Manufacturing,6,453329.5,Low
4264,22146,4264,31,Executive Travel,executive-travel,Nebraska,NE,Lincoln,Lincoln NE,65.8986,4303157.0,Travel & Hospitality,3,138811.51612903227,Low
4265,18435,4265,274,Fulcrum IT Services,fulcrum-it-services,Virginia,VA,Centreville,Washington DC,65.7484,37683008.0,IT Services,5,137529.22627737228,Low
4266,3802,4266,42,(add)ventures,addventures,Rhode Island,RI,Providence,Providence-New Bedford-Fall River RI-MA,65.7443,9695342.0,Advertising & Marketing,10,230841.47619047618,Low
4267,430,4267,2061,Defender Direct,defender-direct,Indiana,IN,Indianapolis,Indianapolis IN,65.7193,424548000.0,Security,8,205991.26637554585,Low
4268,466,4268,182,MotionPoint,motionpoint,Florida,FL,Coconut Creek,Miami,65.7133,36824258.0,IT Services,7,202331.0879120879,Low
4269,25871,4269,47,Medina Plating,medina-plating,Ohio,OH,Medina,Cleveland,65.7109,4067832.0,Manufacturing,1,86549.6170212766,Low
4270,24900,4270,15,Alliance Adjustment Group,alliance-adjustment-group,Pennsylvania,PA,Doylestown,Philadelphia,65.6882,4312343.0,Insurance,1,287489.5333333333,Low
4271,4666,4271,28,Spring Works Utah,spring-works-utah,Utah,UT,Woods Cross,Ogden-Clearfield UT,65.6351,3828028.0,Manufacturing,6,136715.2857142857,Low
4272,24116,4272,6,London Guest Suites,london-guest-suites,California,CA,West Hollywood,Los Angeles,65.6429,3298992.0,Travel & Hospitality,2,549832.0,Low
4273,9048,4273,7000,Two Men and a Truck International,two-men-and-a-truck-international,Michigan,MI,Lansing,Lansing-East Lansing MI,65.6314,310146215.0,Logistics & Transportation,2,44306.60214285714,Low
4274,26060,4274,21,Reach Technology,reach-technology,California,CA,Fremont,San Francisco,65.5954,8666330.0,Computer Hardware,1,412682.38095238095,Low
4275,1802,4275,79,Education Management Solutions,education-management-solutions,Pennsylvania,PA,Exton,Philadelphia,65.579,19379156.0,Education,8,245305.77215189874,Low
4276,17714,4276,106,Community Impact Newspaper,community-impact-newspaper,Texas,TX,Pflugerville,Austin,65.5419,11905598.0,Media,5,112316.96226415095,Low
4277,20393,4277,33,WingSwept,wingswept,North Carolina,NC,Garner,Raleigh-Cary NC,65.5172,3360000.0,IT Services,4,101818.18181818182,Low
4278,5887,4278,178,Buchanan & Edwards,buchanan-edwards,Virginia,VA,Arlington,Washington DC,65.4454,32905024.0,IT Services,5,184859.68539325843,Low
4279,25902,4279,129,Native Hawaiian Veterans,native-hawaiian-veterans,Hawaii,HI,Honolulu,Honolulu HI,65.3897,14225179.0,Government Services,1,110272.7054263566,Low
4280,20149,4280,2171,Asset Plus Companies,asset-plus-companies,Texas,TX,Houston,Houston,65.3813,15803021.0,Real Estate,4,7279.143712574851,Low
4281,20019,4281,44,Thermal Edge,thermal-edge,Texas,TX,Irving,Dallas,65.3769,8727746.0,Manufacturing,4,198357.86363636365,Low
4282,3725,4282,1130,CyraCom,cyracom,Arizona,AZ,Tucson,Tucson AZ,65.3712,61828000.0,Business Products & Services,8,54715.04424778761,Low
4283,18067,4283,87,Covenant Eyes,covenant-eyes,Michigan,MI,Owosso,Saginaw-Saginaw Township North MI,65.2532,8916110.0,Software,4,102484.02298850575,Low
4284,18424,4284,72,Mobile One Courier & Logistics,mobile-one-courier-logistics,Virginia,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News VA-NC,65.2044,3471992.0,Logistics & Transportation,3,48222.11111111111,Low
4285,4027,4285,600,Arrow Security,arrow-security,New York,NY,Smithtown,New York City,65.0915,16670314.0,Security,3,27783.856666666667,Low
4286,2954,4286,50,SnapCab,snapcab,Pennsylvania,PA,Warrington,Philadelphia,65.0846,9842911.0,Manufacturing,5,196858.22,Low
4287,1578,4287,44,House of Antique Hardware,house-of-antique-hardware,Oregon,OR,Portland,Portland OR,65.0654,15341439.0,Retail,8,348669.0681818182,Low
4288,1794,4288,186,Latisys,latisys,Colorado,CO,Englewood,Denver,65.0248,88181000.0,IT Services,6,474091.39784946234,Low
4289,20067,4289,64,MyBinding.com,mybindingcom,Oregon,OR,Hillsboro,Portland OR,64.9954,16224000.0,Business Products & Services,4,253500.0,Low
4290,24297,4290,53,Bluebird Network,bluebird-network,Missouri,MO,Columbia,Columbia MO,64.9866,29231267.0,Telecommunications,2,551533.3396226416,Low
4291,24278,4291,5,Positive Management Leadership,positive-management-leadership,South Carolina,SC,Greenwood,Indianapolis IN,64.9684,2485157.0,Human Resources,2,497031.4,Low
4292,24412,4292,108,Sobel Westex,sobel-westex,Nevada,NV,Las Vegas,Las Vegas-Paradise NV,64.9355,143190481.0,Business Products & Services,2,1325837.787037037,Low
4293,20816,4293,15,CSG Creative,csg-creative,Virginia,VA,Alexandria,Washington DC,64.914,3433361.0,Advertising & Marketing,2,228890.73333333334,Low
4294,22392,4294,12,Point to Point Transportation Services,point-to-point-transportation-services,Washington,WA,Seattle,Seattle,64.8806,4909888.0,Logistics & Transportation,3,409157.3333333333,Low
4295,25203,4295,16,Eco Lips,eco-lips,Iowa,IA,Cedar Rapids,Cedar Rapids IA,64.8757,2067599.0,Consumer Products & Services,1,129224.9375,Low
4296,24800,4296,109,Entech,entech,Pennsylvania,PA,Berwyn,Philadelphia,64.8396,14004992.0,IT Services,1,128486.16513761468,Low
4297,22555,4297,28,TriCore,tricore,New Jersey,NJ,Robbinsville,Trenton-Ewing NJ,64.8059,4876676.0,Human Resources,3,174167.0,Low
4298,26212,4298,372,Velocity Technology Solutions,velocity-technology-solutions,New York,NY,New York,New York City,64.7711,87392941.0,IT Services,1,234927.26075268816,Low
4299,25176,4299,77,Technomics,technomics,Virginia,VA,Arlington,Washington DC,64.7622,15207091.0,Government Services,1,197494.6883116883,Low
4300,24370,4300,118,Productivity Associates,productivity-associates,California,CA,San Diego,San Diego,64.6968,5580060.0,Software,2,47288.64406779661,Low
4301,20682,4301,300,CH Reynolds,ch-reynolds,California,CA,San Jose,San Jose,64.6899,59874714.0,Construction,4,199582.38,Low
4302,6221,4302,12500,Wingstop,wingstop,Texas,TX,Dallas,Dallas,64.6707,549910831.0,Food & Beverage,5,43992.86648,Low
4303,22288,4303,69,IMS Technology Services,ims-technology-services,Pennsylvania,PA,Garnet Valley,Unknown,64.6655,16150180.0,Business Products & Services,3,234060.57971014493,Low
4304,5645,4304,85,bluemedia,bluemedia,Arizona,AZ,Tempe,Phoenix,64.6672,12232346.0,Advertising & Marketing,6,143909.95294117648,Low
4305,24339,4305,8,Mudge Fasteners,mudge-fasteners,California,CA,Corona,Riverside-San Bernardino-Ontario CA,64.6586,3280000.0,Business Products & Services,2,410000.0,Low
4306,20750,4306,32,Truepoint,truepoint,Ohio,OH,Cincinnati,Cincinnati,64.6389,8394996.0,Financial Services,4,262343.625,Low
4307,26260,4307,60,AFS Acceptance,afs-acceptance,Florida,FL,Fort Lauderdale,Miami,64.6302,14148570.0,Financial Services,1,235809.5,Low
4308,4324,4308,125,Innovative Office Solutions,innovative-office-solutions,Minnesota,MN,Burnsville,Minneapolis,64.6105,54054620.0,Business Products & Services,7,432436.96,Low
4309,1556,4309,48,Softwriters,softwriters,Pennsylvania,PA,Allison Park,Pittsburgh PA,64.5984,16977317.0,Health,8,353694.1041666667,Low
4310,4184,4310,25,Greenland America,greenland-america,Georgia,GA,Roswell,Atlanta,64.5455,128524396.0,Business Products & Services,6,5140975.84,Low
4311,3522,4311,53,Liberty Personnel Services,liberty-personnel-services,Pennsylvania,PA,King of Prussia,Philadelphia,64.5502,8525735.0,Human Resources,5,160862.9245283019,Low
4312,2095,4312,175,iSi Environmental,isi-environmental,Kansas,KS,Wichita,Wichita KS,64.5109,17694564.0,Environmental Services,7,101111.79428571429,Low
4313,1367,4313,287,Primatics Financial,primatics-financial,Virginia,VA,McLean,Washington DC,64.5036,49119037.0,Financial Services,6,171146.47038327527,Low
4314,18474,4314,22,Image Locations,image-locations,California,CA,Beverly Hills,Los Angeles,64.4897,7027000.0,Media,4,319409.0909090909,Low
4315,24062,4315,95,Express Diagnostics Int'l,express-diagnostics-intl,Minnesota,MN,Blue Earth,Unknown,64.4739,12981631.0,Health,2,136648.74736842106,Low
4316,19975,4316,26,LED Source,led-source,Florida,FL,Wellington,Miami,64.4369,8505801.0,Business Products & Services,4,327146.1923076923,Low
4317,24221,4317,1080,Interstate Companies,interstate-companies,Minnesota,MN,Bloomington,Minneapolis,64.4322,457986167.0,Business Products & Services,2,424061.26574074075,Low
4318,22572,4318,26,AIO Network Solutions,aio-network-solutions,Texas,TX,Richardson,Dallas,64.3865,3330375.0,IT Services,3,128091.34615384616,Low
4319,4539,4319,14,IdeaStream Consumer Products,ideastream-consumer-products,Ohio,OH,Cleveland,Cleveland,64.3547,27268446.0,Consumer Products & Services,3,1947746.142857143,Low
4320,24274,4320,39,Gerstein Fisher,gerstein-fisher,New York,NY,New York,New York City,64.2956,12239756.0,Financial Services,2,313839.89743589744,Low
4321,3258,4321,31,Cassaday & Company,cassaday-company,Virginia,VA,McLean,Washington DC,64.2577,8935245.0,Financial Services,5,288233.70967741933,Low
4322,25734,4322,230,JBA Consulting Engineers,jba-consulting-engineers,Nevada,NV,Las Vegas,Las Vegas-Paradise NV,64.2124,23908138.0,Engineering,1,103948.42608695652,Low
4323,24989,4323,86,Mid-Atlantic ProTel,mid-atlantic-protel,West Virginia,WV,Martinsburg,Hagerstown-Martinsburg MD-WV,64.1135,14022270.0,Retail,1,163049.6511627907,Low
4324,8075,4324,718,Chaparral Energy,chaparral-energy,Oklahoma,OK,Oklahoma City,Oklahoma City OK,64.0533,628808000.0,Energy,5,875777.1587743732,Low
4325,17422,4325,32,DMC Consultants,dmc-consultants,Michigan,MI,Detroit,Detroit,63.9776,7551329.0,Government Services,5,235979.03125,Low
4326,1553,4326,290,FM Facility Maintenance,fm-facility-maintenance,Connecticut,CT,Hartford,Hartford-West Hartford-East Hartford CT,63.9628,506573000.0,Business Products & Services,6,1746803.448275862,Low
4327,2371,4327,52,Temporary Housing Directory,temporary-housing-directory,Texas,TX,Plano,Denver,63.8679,54352059.0,Real Estate,7,1045231.9038461539,Low
4328,3696,4328,48,Sentry Communications & Security,sentry-communications-security,New York,NY,Hicksville,New York City,63.8273,6657891.0,Security,7,138706.0625,Low
4329,3226,4329,65,Media Brokers International,media-brokers-international,Georgia,GA,Alpharetta,Atlanta,63.7962,71729347.0,Advertising & Marketing,5,1103528.4153846153,Low
4330,22696,4330,72,Green Lawn Fertilizing,green-lawn-fertilizing,Pennsylvania,PA,West Chester,Philadelphia,63.6841,8184386.0,Consumer Products & Services,3,113672.02777777778,Low
4331,20395,4331,15,PlanetOne Communications,planetone-communications,Arizona,AZ,Scottsdale,Phoenix,63.6513,13984000.0,Telecommunications,4,932266.6666666666,Low
4332,24016,4332,95,GST,gst,California,CA,Cerritos,Los Angeles,63.602,82120000.0,Computer Hardware,2,864421.052631579,Low
4333,25294,4333,42,Commercial Cutting & Graphics,commercial-cutting-graphics,Ohio,OH,Mansfield,Mansfield OH,63.5932,6972170.0,Advertising & Marketing,1,166004.04761904763,Low
4334,20520,4334,400,England Logistics,england-logistics,Utah,UT,West Valley City,Salt Lake City,63.5726,317174000.0,Logistics & Transportation,4,792935.0,Low
4335,22723,4335,30,Abacus Wealth Partners,abacus-wealth-partners,California,CA,Santa Monica,Los Angeles,63.5368,7424992.0,Financial Services,3,247499.73333333334,Low
4336,25877,4336,13,ITAD Solutions,itad-solutions,California,CA,South San Francisco,San Francisco,63.5014,2708809.0,IT Services,1,208369.92307692306,Low
4337,25266,4337,15,Blough Tech,blough-tech,Georgia,GA,Cairo,Bainbridge GA,63.4662,2009000.0,IT Services,1,133933.33333333334,Low
4338,25045,4338,50,Informz,informz,New York,NY,Saratoga Springs,Albany-Schenectady-Troy NY,63.4615,9262493.0,Software,1,185249.86,Low
4339,26189,4339,13,LLBH Private Wealth Management,llbh-private-wealth-management,Connecticut,CT,Westport,Bridgeport-Stamford-Norwalk CT,63.4171,7777237.0,Financial Services,1,598249.0,Low
4340,2614,4340,61,352,352,Florida,FL,Newberry,Gainesville FL,63.3469,5974881.0,Advertising & Marketing,8,97948.86885245901,Low
4341,25281,4341,9,Demanko HLC Logistics,demanko-hlc-logistics,New Hampshire,NH,Londonderry,Boston,63.3507,4702416.0,Logistics & Transportation,1,522490.6666666667,Low
4342,1920,4342,350,Infinity Consulting Solutions,infinity-consulting-solutions,New York,NY,New York,New York City,63.3404,42190905.0,Human Resources,8,120545.44285714286,Low
4343,25646,4343,97,The Trade Group,the-trade-group,Texas,TX,Carrollton,Dallas,63.3411,19894254.0,Advertising & Marketing,1,205095.40206185568,Low
4344,1611,4344,257,immixGroup,immixgroup,Virginia,VA,McLean,Washington DC,63.2867,920251833.0,IT Services,7,3580746.431906615,Low
4345,3744,4345,396,MedRisk,medrisk,Pennsylvania,PA,King of Prussia,Philadelphia,63.2623,225130240.0,Insurance,8,568510.7070707071,Low
4346,18332,4346,47,Xantrion,xantrion,California,CA,Oakland,San Francisco,63.2587,9629000.0,IT Services,4,204872.3404255319,Low
4347,849,4347,30,Exclusive Concepts,exclusive-concepts,Massachusetts,MA,Burlington,Boston,63.2516,4860000.0,Advertising & Marketing,6,162000.0,Low
4348,23962,4348,22,Bear Metal Works,bear-metal-works,New York,NY,Buffalo,Buffalo-Niagara Falls NY,63.2334,2504000.0,Manufacturing,2,113818.18181818182,Low
4349,3326,4349,1613,Hyland Software,hyland-software,Ohio,OH,Westlake,Cleveland,63.2214,274811000.0,Software,8,170372.59764414135,Low
4350,25777,4350,68,Wine Chateau,wine-chateau,New Jersey,NJ,Metuchen,New York City,63.1474,18830710.0,Retail,1,276922.20588235295,Low
4351,478,4351,9,Valudor Products,valudor-products,California,CA,San Diego,San Diego,63.1407,28025675.0,Manufacturing,3,3113963.888888889,Low
4352,4818,4352,73,PMMC,pmmc,North Carolina,NC,Charlotte,Charlotte,63.1263,10308792.0,Health,7,141216.32876712328,Low
4353,631,4353,32,Steadfast Networks,steadfast-networks,Illinois,IL,Chicago,Chicago,63.113,12036583.0,IT Services,7,376143.21875,Low
4354,25889,4354,6,Covenant Partners,covenant-partners,Tennessee,TN,Nashville,Nashville,63.0768,2494540.0,Financial Services,1,415756.6666666667,Low
4355,25472,4355,35,Hawaiian Falls,hawaiian-falls,Texas,TX,Las Colinas,Dallas,63.0685,15454000.0,Travel & Hospitality,1,441542.85714285716,Low
4356,10026,4356,319,AEgis Technologies Group,aegis-technologies-group,Alabama,AL,Huntsville,Huntsville AL,63.0295,63062716.0,Government Services,4,197688.76489028212,Low
